,date,Temperature,Humidity,Light,CO2,HumidityRatio
142,04/02/2015 20:12,21.745,27,0,531,0.004345735
143,04/02/2015 20:12,21.745,27,0,529,0.004345735
144,04/02/2015 20:13,21.745,27,0,528.5,0.004345735
145,04/02/2015 20:15,21.7,27,0,525,0.004333714
146,04/02/2015 20:16,21.7,27,0,528.5,0.004333714
147,04/02/2015 20:17,21.7,27,0,530.5,0.004333714
148,04/02/2015 20:18,21.7,26.89,0,528,0.004315936
149,04/02/2015 20:19,21.7,26.89,0,526,0.004315936
150,04/02/2015 20:19,21.7,26.89,0,530,0.004315936
151,04/02/2015 20:21,21.7,26.89,0,533.3333333,0.004315936
152,04/02/2015 20:22,21.7,26.89,0,529,0.004315936
153,04/02/2015 20:23,21.7,26.89,0,528,0.004315936
154,04/02/2015 20:23,21.7,26.89,0,526,0.004315936
155,04/02/2015 20:25,21.7,26.89,0,526,0.004315936
156,04/02/2015 20:25,21.7,26.79,0,521,0.004299774
157,04/02/2015 20:26,21.7,26.79,0,518,0.004299774
158,04/02/2015 20:28,21.7,26.79,0,515.5,0.004299774
159,04/02/2015 20:29,21.7,26.79,0,520,0.004299774
160,04/02/2015 20:30,21.7,26.7675,0,523.5,0.004296138
161,04/02/2015 20:31,21.7,26.79,0,525.5,0.004299774
162,04/02/2015 20:31,21.7,26.79,0,525.5,0.004299774
163,04/02/2015 20:32,21.7,26.79,0,514,0.004299774
164,04/02/2015 20:34,21.7,26.7,0,518,0.00428523
165,04/02/2015 20:35,21.7,26.7,0,518,0.00428523
166,04/02/2015 20:36,21.7,26.7,0,520,0.00428523
167,04/02/2015 20:37,21.6,26.7,0,521,0.004258922
168,04/02/2015 20:38,21.6,26.6,0,518,0.004242862
169,04/02/2015 20:38,21.6,26.65,0,517,0.004250892
170,04/02/2015 20:39,21.6,26.6,0,511.5,0.004242862
171,04/02/2015 20:41,21.65,26.65,0,514,0.004264003
172,04/02/2015 20:42,21.6,26.55,0,515.5,0.004234832
173,04/02/2015 20:43,21.6,26.5,0,517,0.004226803
174,04/02/2015 20:44,21.6,26.5,0,515,0.004226803
175,04/02/2015 20:44,21.6,26.5,0,512,0.004226803
176,04/02/2015 20:45,21.6,26.5,0,515,0.004226803
177,04/02/2015 20:47,21.65,26.55,0,511,0.004247894
178,04/02/2015 20:48,21.6,26.5,0,514,0.004226803
179,04/02/2015 20:49,21.6,26.445,0,508,0.004217971
180,04/02/2015 20:50,21.6,26.4725,0,509.75,0.004222387
181,04/02/2015 20:51,21.6,26.445,0,508.75,0.004217971
182,04/02/2015 20:51,21.6,26.445,0,508.5,0.004217971
183,04/02/2015 20:53,21.6,26.39,0,507,0.004209139
184,04/02/2015 20:54,21.6,26.39,0,507,0.004209139
185,04/02/2015 20:55,21.6,26.39,0,503.5,0.004209139
186,04/02/2015 20:55,21.6,26.39,0,504,0.004209139
187,04/02/2015 20:57,21.6,26.39,0,504,0.004209139
188,04/02/2015 20:57,21.575,26.315,0,500.5,0.004190637
189,04/02/2015 20:58,21.6,26.29,0,500,0.004193082
190,04/02/2015 21:00,21.6,26.29,0,503.5,0.004193082
191,04/02/2015 21:01,21.55,26.245,0,503,0.004172982
192,04/02/2015 21:02,21.55,26.245,0,502.5,0.004172982
193,04/02/2015 21:03,21.5,26.2,0,502,0.004152962
194,04/02/2015 21:04,21.56666667,26.2,0,502,0.004170059
195,04/02/2015 21:04,21.5,26.2,0,502.5,0.004152962
196,04/02/2015 21:06,21.5,26.2,0,497,0.004152962
197,04/02/2015 21:07,21.5,26.15,0,501.5,0.004144984
198,04/02/2015 21:08,21.5,26.15,0,504,0.004144984
199,04/02/2015 21:08,21.5,26.1,0,501,0.004137006
200,04/02/2015 21:10,21.5,26.1,0,493.75,0.004137006
201,04/02/2015 21:10,21.5,26.1,0,500,0.004137006
202,04/02/2015 21:11,21.5,26.1,0,504.5,0.004137006
203,04/02/2015 21:13,21.5,26.05,0,504,0.004129028
204,04/02/2015 21:14,21.5,26.1,0,501,0.004137006
205,04/02/2015 21:15,21.5,26,0,499,0.00412105
206,04/02/2015 21:16,21.5,26,0,502,0.00412105
207,04/02/2015 21:16,21.5,26,0,503.5,0.00412105
208,04/02/2015 21:17,21.5,26,0,500.6666667,0.00412105
209,04/02/2015 21:19,21.5,26,0,493,0.00412105
210,04/02/2015 21:20,21.5,26,0,492.5,0.00412105
211,04/02/2015 21:21,21.5,26,0,493,0.00412105
212,04/02/2015 21:22,21.5,25.89,0,495.5,0.0041035
213,04/02/2015 21:23,21.5,26,0,492.6666667,0.00412105
214,04/02/2015 21:23,21.5,26,0,490,0.00412105
215,04/02/2015 21:24,21.5,25.92666667,0,493,0.00410935
216,04/02/2015 21:26,21.5,25.89,0,494.6666667,0.0041035
217,04/02/2015 21:27,21.5,25.89,0,496,0.0041035
218,04/02/2015 21:28,21.5,25.89,0,491,0.0041035
219,04/02/2015 21:29,21.5,25.84,0,490.5,0.004095523
220,04/02/2015 21:29,21.5,25.84,0,490,0.004095523
221,04/02/2015 21:30,21.5,25.89,0,491,0.0041035
222,04/02/2015 21:32,21.5,25.89,0,491.6666667,0.0041035
223,04/02/2015 21:33,21.5,25.89,0,493.5,0.0041035
224,04/02/2015 21:34,21.4725,25.865,0,493.75,0.004092568
225,04/02/2015 21:35,21.5,25.84,0,490,0.004095523
226,04/02/2015 21:36,21.5,25.79,0,488,0.004087546
227,04/02/2015 21:36,21.5,25.79,0,490,0.004087546
228,04/02/2015 21:38,21.5,25.79,0,487,0.004087546
229,04/02/2015 21:39,21.445,25.745,0,492.5,0.004066556
230,04/02/2015 21:40,21.445,25.745,0,493.5,0.004066556
231,04/02/2015 21:40,21.46333333,25.76,0,493.3333333,0.004073542
232,04/02/2015 21:42,21.445,25.745,0,488,0.004066556
233,04/02/2015 21:42,21.5,25.79,0,487.5,0.004087546
234,04/02/2015 21:43,21.42666667,25.73,0,485.3333333,0.004059579
235,04/02/2015 21:45,21.39,25.7,0,484,0.004045656
236,04/02/2015 21:46,21.39,25.7,0,489,0.004045656
237,04/02/2015 21:47,21.445,25.745,0,488,0.004066556
238,04/02/2015 21:48,21.5,25.79,0,493,0.004087546
239,04/02/2015 21:49,21.39,25.7,0,491,0.004045656
240,04/02/2015 21:49,21.445,25.745,0,488,0.004066556
241,04/02/2015 21:51,21.445,25.745,0,487.25,0.004066556
242,04/02/2015 21:52,21.39,25.7,0,489,0.004045656
243,04/02/2015 21:53,21.5,25.79,0,489,0.004087546
244,04/02/2015 21:53,21.39,25.7,0,486,0.004045656
245,04/02/2015 21:55,21.42666667,25.73,0,484.6666667,0.004059579
246,04/02/2015 21:55,21.39,25.7,0,485,0.004045656
247,04/02/2015 21:56,21.39,25.7,0,487,0.004045656
248,04/02/2015 21:58,21.39,25.7,0,492,0.004045656
249,04/02/2015 21:59,21.39,25.7,0,490.6666667,0.004045656
250,04/02/2015 22:00,21.39,25.7,0,488,0.004045656
251,04/02/2015 22:01,21.39,25.7,0,485.5,0.004045656
252,04/02/2015 22:01,21.39,25.7,0,486,0.004045656
253,04/02/2015 22:02,21.39,25.7,0,485.5,0.004045656
254,04/02/2015 22:04,21.39,25.7,0,486,0.004045656
255,04/02/2015 22:05,21.39,25.7,0,480,0.004045656
256,04/02/2015 22:06,21.39,25.7,0,481,0.004045656
257,04/02/2015 22:07,21.39,25.7,0,481.6666667,0.004045656
258,04/02/2015 22:08,21.39,25.7,0,485.5,0.004045656
259,04/02/2015 22:08,21.39,25.7,0,485,0.004045656
260,04/02/2015 22:09,21.39,25.7,0,473,0.004045656
261,04/02/2015 22:11,21.39,25.7,0,475,0.004045656
262,04/02/2015 22:12,21.39,25.7,0,486,0.004045656
263,04/02/2015 22:13,21.39,25.7,0,481.5,0.004045656
264,04/02/2015 22:14,21.39,25.7,0,483,0.004045656
265,04/02/2015 22:14,21.39,25.7,0,479,0.004045656
266,04/02/2015 22:15,21.39,25.7,0,479,0.004045656
267,04/02/2015 22:17,21.39,25.7,0,479,0.004045656
268,04/02/2015 22:18,21.34,25.7,0,479,0.004033195
269,04/02/2015 22:19,21.39,25.7,0,479,0.004045656
270,04/02/2015 22:20,21.39,25.7,0,477,0.004045656
271,04/02/2015 22:21,21.39,25.7,0,477.5,0.004045656
272,04/02/2015 22:21,21.29,25.7,0,477.5,0.004020769
273,04/02/2015 22:23,21.34,25.7,0,480,0.004033195
274,04/02/2015 22:24,21.29,25.7,0,480,0.004020769
275,04/02/2015 22:25,21.34,25.7,0,482,0.004033195
276,04/02/2015 22:25,21.32333333,25.7,0,480.3333333,0.004029049
277,04/02/2015 22:27,21.34,25.7,0,477.5,0.004033195
278,04/02/2015 22:27,21.29,25.7,0,476,0.004020769
279,04/02/2015 22:28,21.39,25.7,0,479,0.004045656
280,04/02/2015 22:30,21.39,25.7,0,471,0.004045656
281,04/02/2015 22:31,21.29,25.7,0,474,0.004020769
282,04/02/2015 22:32,21.29,25.7,0,477.5,0.004020769
283,04/02/2015 22:33,21.34,25.7,0,476,0.004033195
284,04/02/2015 22:34,21.29,25.7,0,474.25,0.004020769
285,04/02/2015 22:34,21.39,25.7,0,475,0.004045656
286,04/02/2015 22:36,21.29,25.7,0,476.5,0.004020769
287,04/02/2015 22:37,21.34,25.7,0,474.5,0.004033195
288,04/02/2015 22:38,21.29,25.7,0,478,0.004020769
289,04/02/2015 22:38,21.29,25.7,0,475.3333333,0.004020769
290,04/02/2015 22:40,21.29,25.7,0,477,0.004020769
291,04/02/2015 22:40,21.29,25.7,0,475.5,0.004020769
292,04/02/2015 22:41,21.29,25.7,0,477.5,0.004020769
293,04/02/2015 22:43,21.29,25.7,0,477.5,0.004020769
294,04/02/2015 22:44,21.29,25.7,0,478,0.004020769
295,04/02/2015 22:45,21.29,25.7,0,473.5,0.004020769
296,04/02/2015 22:46,21.29,25.7,0,472.5,0.004020769
297,04/02/2015 22:46,21.29,25.7,0,472,0.004020769
298,04/02/2015 22:47,21.29,25.7,0,469.5,0.004020769
299,04/02/2015 22:49,21.29,25.7,0,466.6666667,0.004020769
300,04/02/2015 22:50,21.29,25.7,0,467,0.004020769
301,04/02/2015 22:51,21.29,25.7,0,469.5,0.004020769
302,04/02/2015 22:52,21.2,25.6,0,469,0.003982828
303,04/02/2015 22:53,21.29,25.7,0,471,0.004020769
304,04/02/2015 22:53,21.29,25.7,0,469,0.004020769
305,04/02/2015 22:54,21.26,25.66666667,0,467.3333333,0.00400809
306,04/02/2015 22:56,21.245,25.65,0,471.5,0.004001763
307,04/02/2015 22:57,21.23,25.63333333,0,471.6666667,0.003995443
308,04/02/2015 22:58,21.29,25.7,0,475,0.004020769
309,04/02/2015 22:59,21.2,25.6,0,471,0.003982828
310,04/02/2015 22:59,21.2,25.6,0,471,0.003982828
311,04/02/2015 23:00,21.245,25.65,0,471,0.004001763
312,04/02/2015 23:02,21.245,25.65,0,474.5,0.004001763
313,04/02/2015 23:03,21.2,25.6,0,475.5,0.003982828
314,04/02/2015 23:04,21.2,25.6,0,474,0.003982828
315,04/02/2015 23:05,21.2,25.6,0,469,0.003982828
316,04/02/2015 23:06,21.2,25.6,0,474,0.003982828
317,04/02/2015 23:06,21.2,25.6,0,474,0.003982828
318,04/02/2015 23:08,21.2,25.6,0,468.5,0.003982828
319,04/02/2015 23:09,21.2,25.6,0,469.5,0.003982828
320,04/02/2015 23:10,21.2,25.6,0,472.5,0.003982828
321,04/02/2015 23:10,21.2,25.6,0,467.5,0.003982828
322,04/02/2015 23:12,21.2,25.6,0,469,0.003982828
323,04/02/2015 23:12,21.2,25.55,0,466.5,0.003974999
324,04/02/2015 23:13,21.2,25.5,0,469.5,0.003967171
325,04/02/2015 23:15,21.2,25.5,0,469,0.003967171
326,04/02/2015 23:16,21.2,25.5,0,467,0.003967171
327,04/02/2015 23:17,21.2,25.5,0,467.3333333,0.003967171
328,04/02/2015 23:18,21.2,25.5,0,467,0.003967171
329,04/02/2015 23:19,21.2,25.5,0,464.5,0.003967171
330,04/02/2015 23:19,21.2,25.445,0,466,0.00395856
331,04/02/2015 23:21,21.2,25.5,0,473,0.003967171
332,04/02/2015 23:22,21.2,25.39,0,475,0.003949949
333,04/02/2015 23:23,21.2,25.39,0,471,0.003949949
334,04/02/2015 23:23,21.2,25.39,0,470,0.003949949
335,04/02/2015 23:25,21.2,25.39,0,466.25,0.003949949
336,04/02/2015 23:25,21.2,25.39,0,467,0.003949949
337,04/02/2015 23:26,21.2,25.39,0,473,0.003949949
338,04/02/2015 23:28,21.2,25.39,0,468,0.003949949
339,04/02/2015 23:29,21.2,25.39,0,463,0.003949949
340,04/02/2015 23:30,21.2,25.39,0,466,0.003949949
341,04/02/2015 23:31,21.2,25.39,0,467,0.003949949
342,04/02/2015 23:31,21.2,25.29,0,468,0.003934293
343,04/02/2015 23:32,21.2,25.39,0,468,0.003949949
344,04/02/2015 23:34,21.2,25.29,0,468,0.003934293
345,04/02/2015 23:35,21.2,25.34,0,465.5,0.003942121
346,04/02/2015 23:36,21.2,25.39,0,464,0.003949949
347,04/02/2015 23:37,21.2,25.34,0,464.5,0.003942121
348,04/02/2015 23:38,21.2,25.29,0,465.6666667,0.003934293
349,04/02/2015 23:38,21.2,25.365,0,465.75,0.003946035
350,04/02/2015 23:39,21.2,25.39,0,464,0.003949949
351,04/02/2015 23:41,21.2,25.39,0,467,0.003949949
352,04/02/2015 23:42,21.15,25.39,0,466.5,0.003937767
353,04/02/2015 23:43,21.2,25.39,0,465,0.003949949
354,04/02/2015 23:44,21.2,25.39,0,462,0.003949949
355,04/02/2015 23:44,21.2,25.39,0,459.6666667,0.003949949
356,04/02/2015 23:45,21.2,25.29,0,458,0.003934293
357,04/02/2015 23:47,21.2,25.34,0,462.5,0.003942121
358,04/02/2015 23:48,21.2,25.29,0,467,0.003934293
359,04/02/2015 23:49,21.2,25.29,0,466.5,0.003934293
360,04/02/2015 23:50,21.2,25.29,0,463,0.003934293
361,04/02/2015 23:51,21.2,25.29,0,465,0.003934293
362,04/02/2015 23:51,21.2,25.29,0,463.25,0.003934293
363,04/02/2015 23:53,21.2,25.29,0,460,0.003934293
364,04/02/2015 23:54,21.2,25.29,0,457,0.003934293
365,04/02/2015 23:55,21.2,25.29,0,456,0.003934293
366,04/02/2015 23:55,21.245,25.245,0,454,0.003938177
367,04/02/2015 23:57,21.23,25.23,0,454,0.003932179
368,04/02/2015 23:57,21.29,25.29,0,458,0.003956216
369,04/02/2015 23:58,21.2,25.2,0,456,0.003920204
370,05/02/2015 0:00,21.245,25.245,0,456.5,0.003938177
371,05/02/2015 0:01,21.245,25.245,0,458.5,0.003938177
372,05/02/2015 0:02,21.26,25.26,0,459.6666667,0.003944183
373,05/02/2015 0:03,21.245,25.245,0,464,0.003938177
374,05/02/2015 0:04,21.245,25.2,0,465,0.003931113
375,05/02/2015 0:04,21.29,25.2,0,461,0.003942048
376,05/02/2015 0:06,21.245,25.2,0,458.5,0.003931113
377,05/02/2015 0:07,21.29,25.2,0,459,0.003942048
378,05/02/2015 0:08,21.29,25.2,0,451,0.003942048
379,05/02/2015 0:08,21.29,25.2,0,456,0.003942048
380,05/02/2015 0:10,21.29,25.2,0,463,0.003942048
381,05/02/2015 0:10,21.29,25.2,0,461.6666667,0.003942048
382,05/02/2015 0:11,21.29,25.2,0,458,0.003942048
383,05/02/2015 0:13,21.29,25.2,0,450,0.003942048
384,05/02/2015 0:14,21.29,25.2,0,457,0.003942048
385,05/02/2015 0:15,21.29,25.2,0,456,0.003942048
386,05/02/2015 0:16,21.29,25.2,0,456,0.003942048
387,05/02/2015 0:16,21.29,25.2,0,461,0.003942048
388,05/02/2015 0:17,21.29,25.2,0,463,0.003942048
389,05/02/2015 0:19,21.29,25.2,0,460,0.003942048
390,05/02/2015 0:20,21.29,25.2,0,456,0.003942048
391,05/02/2015 0:21,21.29,25.2,0,454.5,0.003942048
392,05/02/2015 0:22,21.29,25.2,0,448.5,0.003942048
393,05/02/2015 0:23,21.29,25.2,0,453.5,0.003942048
394,05/02/2015 0:23,21.29,25.2,0,454,0.003942048
395,05/02/2015 0:24,21.29,25.2,0,454,0.003942048
396,05/02/2015 0:26,21.29,25.245,0,450.5,0.003949132
397,05/02/2015 0:27,21.29,25.245,0,453,0.003949132
398,05/02/2015 0:28,21.2,25.2,0,457,0.003920204
399,05/02/2015 0:29,21.2,25.2,0,452.5,0.003920204
400,05/02/2015 0:29,21.2,25.2,0,449,0.003920204
401,05/02/2015 0:30,21.2,25.2,0,458.6666667,0.003920204
402,05/02/2015 0:32,21.2,25.2,0,454.5,0.003920204
403,05/02/2015 0:33,21.2,25.245,0,455.5,0.003927249
404,05/02/2015 0:34,21.2,25.245,0,453.5,0.003927249
405,05/02/2015 0:35,21.2,25.29,0,452,0.003934293
406,05/02/2015 0:36,21.2,25.29,0,451.5,0.003934293
407,05/02/2015 0:36,21.2,25.29,0,451,0.003934293
408,05/02/2015 0:38,21.16666667,25.35666667,0,450.3333333,0.003936616
409,05/02/2015 0:39,21.16666667,25.39,0,450,0.003941824
410,05/02/2015 0:40,21.15,25.39,0,453.5,0.003937767
411,05/02/2015 0:40,21.1,25.39,0,454,0.003925619
412,05/02/2015 0:42,21.15,25.39,0,452.5,0.003937767
413,05/02/2015 0:42,21.1,25.39,0,454,0.003925619
414,05/02/2015 0:43,21.1,25.39,0,457,0.003925619
415,05/02/2015 0:45,21.1,25.46333333,0,450.3333333,0.003937029
416,05/02/2015 0:46,21.1,25.5,0,451,0.003942734
417,05/02/2015 0:47,21.1,25.5,0,451,0.003942734
418,05/02/2015 0:48,21.05,25.445,0,449,0.003922035
419,05/02/2015 0:49,21.1,25.5,0,449,0.003942734
420,05/02/2015 0:49,21.05,25.445,0,450,0.003922035
421,05/02/2015 0:51,21.05,25.445,0,449,0.003922035
422,05/02/2015 0:52,21.1,25.5,0,445,0.003942734
423,05/02/2015 0:53,21,25.39,0,443,0.003901421
424,05/02/2015 0:53,21.1,25.5,0,446.5,0.003942734
425,05/02/2015 0:55,21.1,25.5,0,446,0.003942734
426,05/02/2015 0:55,21.1,25.5,0,451.5,0.003942734
427,05/02/2015 0:56,21.1,25.39,0,445,0.003925619
428,05/02/2015 0:58,21.1,25.39,0,449,0.003925619
429,05/02/2015 0:59,21.1,25.39,0,451.6666667,0.003925619
430,05/02/2015 1:00,21.1,25.39,0,452,0.003925619
431,05/02/2015 1:01,21.1,25.39,0,451,0.003925619
432,05/02/2015 1:01,21.05,25.34,0,450,0.003905749
433,05/02/2015 1:02,21.1,25.39,0,450,0.003925619
434,05/02/2015 1:04,21.1,25.39,0,448,0.003925619
435,05/02/2015 1:05,21.1,25.39,0,450.6666667,0.003925619
